product,created_at,core_product_type,modifier,creator,department,occasion,color,material,product_name,content,origin,UoM,time,condition,quantity,shape,product_number,price,ts,attribute,core_product_type_string
fashion model portfolio,Wed Oct 25 11:18:09 +0000 2023,[],['fashion'],[],['model'],[],[],[],['portfolio'],[],[],[],[],[],[],[],[],[],2023-10-25 11:18:09,fashion ,
fashion jeans,Tue Oct 24 16:32:58 +0000 2023,['jeans'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-24 16:32:58,fashion ,jeans 
SL fashion accessories,Tue Oct 24 13:49:33 +0000 2023,['accessories'],['fashion'],['sl'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-24 13:49:33,fashion accessories ,accessories 
bridal accessories,Wed Oct 25 20:27:49 +0000 2023,['accessories'],[],[],[],['bridal'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-25 20:27:49,accessories ,accessories 
fashion show tickets,Wed Oct 25 20:27:49 +0000 2023,['tickets'],[],[],[],"['fashion', 'show']",[],[],[],[],[],[],[],[],[],[],[],[],2023-10-25 20:27:49,fashion ,tickets 
fashion jewelry,Wed Oct 25 20:29:58 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-25 20:29:58,fashion ,jewelry 
Dress-up Accessories,Sun Oct 22 14:56:18 +0000 2023,"['dress', 'accessories']",[],[],[],['up'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-22 14:56:18,accessories ,dress accessories 
"Fashion Accessories (Hats, Canes)",Mon Oct 16 12:28:24 +0000 2023,"['accessories', 'hats', 'canes']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 12:28:24,fashion accessories ,accessories hats canes 
fashion bracelets,Tue Oct 17 15:32:16 +0000 2023,['bracelets'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17 15:32:16,fashion ,bracelets 
kawaii accessories,Mon Oct 16 15:24:09 +0000 2023,['accessories'],[],[],[],[],['kawaii'],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 15:24:09,accessories ,accessories 
AI-generated fashion art prints,Mon Oct 16 15:24:09 +0000 2023,"['art', 'prints']","['generated', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 15:24:09,fashion ,art prints 
Retro Accessories,Sun Oct 15 08:40:31 +0000 2023,['accessories'],['retro'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-15 08:40:31,accessories ,accessories 
bridal accessories,Wed Oct 18 07:21:28 +0000 2023,['accessories'],[],[],[],['bridal'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-18 07:21:28,accessories ,accessories 
Second Life Fashion Accessories,Tue Oct 17 13:52:46 +0000 2023,['accessories'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17 13:52:46,fashion accessories ,accessories 
Bridal Accessories,Mon Oct 16 22:03:57 +0000 2023,['accessories'],[],[],[],['bridal'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 22:03:57,accessories ,accessories 
Fashion Model Photo Shoot Package,Mon Oct 16 22:03:57 +0000 2023,['package'],['fashion'],[],['model'],"['photo', 'shoot']",[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 22:03:57,fashion ,package 
bridal accessories,Mon Oct 16 22:33:27 +0000 2023,['accessories'],[],[],[],['bridal'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 22:33:27,accessories ,accessories 
Roberto Cavalli Accessories,Wed Oct 18 10:14:14 +0000 2023,['accessories'],[],"['roberto', 'cavalli']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-18 10:14:14,accessories ,accessories 
Roberto Cavalli Fashion Sketchbook,Wed Oct 18 10:14:14 +0000 2023,['sketchbook'],['fashion'],"['roberto', 'cavalli']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-18 10:14:14,fashion ,sketchbook 
Fashion hats,Wed Oct 18 09:14:31 +0000 2023,['hats'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-18 09:14:31,fashion ,hats 
Bridal flower accessories,Tue Oct 17 09:57:18 +0000 2023,['accessories'],['flower'],[],[],['bridal'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17 09:57:18,accessories ,accessories 
floral fashion accessories,Tue Oct 17 09:57:18 +0000 2023,['accessories'],['fashion'],[],[],[],['floral'],[],[],[],[],[],[],[],[],[],[],[],2023-10-17 09:57:18,fashion accessories ,accessories 
Shiny Black Fashion Boots,Mon Oct 16 18:03:19 +0000 2023,['boots'],"['shiny', 'fashion']",[],[],[],['black'],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 18:03:19,fashion ,boots 
fashion accessories,Tue Oct 17 08:14:17 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17 08:14:17,fashion accessories ,accessories 
Fashion Blogger Merchandise,Sun Oct 15 13:59:11 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['blogger'],[],[],[],[],[],[],[],[],[],2023-10-15 13:59:11,fashion ,merchandise 
Fashion Accessories in Pink,Sun Oct 15 13:59:11 +0000 2023,['accessories'],['fashion'],[],[],[],['pink'],[],[],[],[],[],[],[],[],[],[],[],2023-10-15 13:59:11,fashion accessories ,accessories 
fashion layer top,Tue Oct 17 05:37:50 +0000 2023,['top'],['fashion'],[],[],[],[],[],['layer'],[],[],[],[],[],[],[],[],[],2023-10-17 05:37:50,fashion ,top 
trending fashion apparel,Mon Oct 16 10:31:39 +0000 2023,['apparel'],"['trending', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 10:31:39,fashion ,apparel 
DRACH Fashion Accessories,Mon Oct 16 17:17:20 +0000 2023,['accessories'],['fashion'],['drach'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 17:17:20,fashion accessories ,accessories 
AI-generated fashion prints,Tue Oct 17 06:05:23 +0000 2023,['prints'],"['generated', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17 06:05:23,fashion ,prints 
fashion photography books,Tue Oct 17 06:05:23 +0000 2023,['books'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-17 06:05:23,fashion ,books 
bridal accessories,Sat Oct 14 16:47:11 +0000 2023,['accessories'],[],[],[],['bridal'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-14 16:47:11,accessories ,accessories 
fashion lookbooks,Sat Oct 14 16:47:11 +0000 2023,['lookbooks'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-14 16:47:11,fashion ,lookbooks 
fashion photography prints,Thu Oct 12 13:02:58 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-12 13:02:58,fashion ,prints 
fashion accessories,Thu Oct 12 13:02:58 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-12 13:02:58,fashion accessories ,accessories 
trendy fashion accessories,Fri Oct 13 16:09:56 +0000 2023,['accessories'],"['trendy', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-13 16:09:56,fashion accessories ,accessories 
fashion blazer,Sat Oct 14 23:58:13 +0000 2023,['blazer'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-14 23:58:13,fashion ,blazer 
fashion accessories,Fri Oct 13 19:23:32 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-13 19:23:32,fashion accessories ,accessories 
high-fashion shoes,Fri Oct 13 19:23:32 +0000 2023,['shoes'],"['high', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-13 19:23:32,fashion ,shoes 
plant-based fashion items,Sun Oct 15 04:03:03 +0000 2023,"['fashion', 'items']","['plant', 'based']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-15 04:03:03,fashion ,fashion items 
fashion model apparel,Sun Oct 15 04:03:03 +0000 2023,['apparel'],['fashion'],[],['model'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-15 04:03:03,fashion ,apparel 
fashion illustration prints,Thu Oct 12 05:05:47 +0000 2023,['prints'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-10-12 05:05:47,fashion ,prints 
fashion accessories,Thu Oct 12 05:05:47 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-12 05:05:47,fashion accessories ,accessories 
Fashion Style Lookbook,Wed Oct 11 03:58:42 +0000 2023,['lookbook'],"['fashion', 'style']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-11 03:58:42,fashion ,lookbook 
Fashion Photography Services,Tue Oct 10 08:36:56 +0000 2023,['photography'],['fashion'],['services'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-10 08:36:56,fashion ,photography 
fashion accessories with NFTs,Tue Oct 10 09:05:47 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],['nfts'],[],[],[],[],[],[],[],[],[],2023-10-10 09:05:47,fashion accessories ,accessories 
Marks and Spencer fashion accessories,Tue Oct 10 09:26:42 +0000 2023,['accessories'],['fashion'],"['marks', 'and', 'spencer']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-10 09:26:42,fashion accessories ,accessories 
90s Fashion Inspired Suit,Tue Oct 10 10:37:54 +0000 2023,['suit'],"['fashion', 'inspired']",[],[],[],[],[],[],[],[],[],['90s'],[],[],[],[],[],2023-10-10 10:37:54,fashion ,suit 
Pep Guardiola Fashion Collection,Tue Oct 10 10:37:54 +0000 2023,[],['fashion'],"['pep', 'guardiola']",[],[],[],[],['collection'],[],[],[],[],[],[],[],[],[],2023-10-10 10:37:54,fashion ,
Fashion Blogger Apparel,Tue Oct 10 18:28:01 +0000 2023,['apparel'],['fashion'],['blogger'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-10 18:28:01,fashion ,apparel 
Fashion Designer Apparel,Wed Mar 29 11:35:02 +0000 2023,['apparel'],"['fashion', 'designer']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-29 11:35:02,fashion ,apparel 
Fashion Dresses,Wed Mar 29 23:29:16 +0000 2023,['dresses'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-29 23:29:16,fashion ,dresses 
fashion designer merchandise,Wed Mar 29 08:00:38 +0000 2023,['merchandise'],"['fashion', 'designer']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-29 08:00:38,fashion ,merchandise 
trendsetting accessories,Thu Mar 30 08:57:33 +0000 2023,"['trendsetting', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 08:57:33,accessories ,trendsetting accessories 
Fashion Graphic Tee,Thu Mar 30 09:00:23 +0000 2023,['tee'],"['fashion', 'graphic']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 09:00:23,fashion ,tee 
Fashion Illustration Book,Thu Mar 30 09:00:23 +0000 2023,['book'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 09:00:23,fashion ,book 
Hanfu accessories,Wed Mar 29 16:48:49 +0000 2023,['accessories'],[],['hanfu'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-29 16:48:49,accessories ,accessories 
fashion styling books,Wed Mar 29 16:48:49 +0000 2023,['books'],['fashion'],[],[],[],[],[],['styling'],[],[],[],[],[],[],[],[],[],2023-03-29 16:48:49,fashion ,books 
Fashion Sunglasses,Tue Mar 28 19:32:25 +0000 2023,['sunglasses'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-28 19:32:25,fashion ,sunglasses 
Penda Fashion Apparel,Wed Mar 29 09:21:28 +0000 2023,['apparel'],['fashion'],['penda'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-29 09:21:28,fashion ,apparel 
Penda Accessories,Wed Mar 29 09:21:28 +0000 2023,['accessories'],[],['penda'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-29 09:21:28,accessories ,accessories 
Fashion Stylist Game app,Thu Mar 30 09:03:26 +0000 2023,['game'],['fashion'],[],[],[],[],[],"['stylist', 'app']",[],[],[],[],[],[],[],[],[],2023-03-30 09:03:26,fashion ,game 
digital fashion accessories,Thu Mar 30 09:03:26 +0000 2023,['accessories'],"['digital', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 09:03:26,fashion accessories ,accessories 
Fashion Show Merchandise,Tue Mar 28 18:18:44 +0000 2023,['merchandise'],['fashion'],[],[],['show'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-28 18:18:44,fashion ,merchandise 
Fashion Week Apparel,Tue Mar 28 18:18:44 +0000 2023,['apparel'],[],['fashion'],[],['week'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-28 18:18:44,fashion ,apparel 
ankara fashion pieces,Thu Mar 30 17:12:13 +0000 2023,['pieces'],['fashion'],[],[],[],[],[],[],[],['ankara'],[],[],[],[],[],[],[],2023-03-30 17:12:13,fashion ,pieces 
fashion accessories,Thu Mar 30 17:12:13 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 17:12:13,fashion accessories ,accessories 
Kareena Kapoor Fashion Collection,Thu Mar 30 05:55:28 +0000 2023,['collection'],['fashion'],"['kareena', 'kapoor']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 05:55:28,fashion ,collection 
Women's Fashion Dresses,Thu Mar 30 05:55:28 +0000 2023,['dresses'],['fashion'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 05:55:28,fashion ,dresses 
Fashion Accessories,Thu Mar 30 05:55:28 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 05:55:28,fashion accessories ,accessories 
Fashion Photography Book,Wed Mar 29 21:30:07 +0000 2023,['book'],['fashion'],[],[],[],[],[],['photography'],[],[],[],[],[],[],[],[],[],2023-03-29 21:30:07,fashion ,book 
Men's Fashion Accessories,Wed Mar 29 21:30:07 +0000 2023,['accessories'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-29 21:30:07,fashion accessories ,accessories 
spring fashion accessories,Wed Mar 29 07:51:41 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],['spring'],[],[],[],[],[],2023-03-29 07:51:41,fashion accessories ,accessories 
fashion apparel from ThreadBeast,Thu Mar 30 22:08:05 +0000 2023,['apparel'],['fashion'],['threadbeast'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-30 22:08:05,fashion ,apparel 
fashion photography prints,Sun Mar 26 14:14:45 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 14:14:45,fashion ,prints 
men's fashion apparel,Sun Mar 26 13:03:23 +0000 2023,['apparel'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 13:03:23,fashion ,apparel 
Luxury Fashion Accessories,Sun Mar 26 09:10:12 +0000 2023,['accessories'],"['luxury', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 09:10:12,fashion accessories ,accessories 
Fashion Waist Clip,Thu Mar 23 22:45:14 +0000 2023,"['waist', 'clip']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-23 22:45:14,fashion ,waist clip 
Thierry Mugler Fashion Collection,Mon Mar 27 08:10:29 +0000 2023,[],['fashion'],"['thierry', 'mugler']",[],[],[],[],['collection'],[],[],[],[],[],[],[],[],[],2023-03-27 08:10:29,fashion ,
fashion photography prints,Sun Mar 26 23:17:14 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 23:17:14,fashion ,prints 
fashion magazines,Sun Mar 26 23:17:14 +0000 2023,['magazines'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 23:17:14,fashion ,magazines 
Fashion Designer Fabrics,Sun Mar 26 18:11:33 +0000 2023,['fabrics'],['fashion'],[],[],[],[],[],['designer'],[],[],[],[],[],[],[],[],[],2023-03-26 18:11:33,fashion ,fabrics 
fashion designer merchandise,Sun Mar 26 19:02:59 +0000 2023,['merchandise'],"['fashion', 'designer']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 19:02:59,fashion ,merchandise 
luxury fashion accessories,Sun Mar 26 19:02:59 +0000 2023,['accessories'],"['luxury', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 19:02:59,fashion accessories ,accessories 
Fashion Fabrics for Designers,Sun Mar 26 16:08:33 +0000 2023,['fabrics'],['fashion'],[],['designers'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 16:08:33,fashion ,fabrics 
fashion clothing set for models,Sun Mar 26 12:07:41 +0000 2023,"['clothing', 'set']",['fashion'],[],['models'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 12:07:41,fashion ,clothing set 
fashion accessories for models,Sun Mar 26 12:07:41 +0000 2023,['accessories'],['fashion'],[],['models'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 12:07:41,fashion accessories ,accessories 
Fashion Fabrics for Shirts,Sun Mar 26 15:22:33 +0000 2023,['shirts'],['fashion'],[],[],[],[],['fabrics'],[],[],[],[],[],[],[],[],[],[],2023-03-26 15:22:33,fashion ,shirts 
Aala Fashion Fabrics,Sun Mar 26 15:22:33 +0000 2023,['fabrics'],['fashion'],['aala'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 15:22:33,fashion ,fabrics 
Fashion Streetwear Hoodie,Sun Mar 26 17:21:44 +0000 2023,['hoodie'],[],"['fashion', 'streetwear']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 17:21:44,fashion ,hoodie 
religious-themed accessories,Sun Mar 26 22:31:05 +0000 2023,['accessories'],"['religious', '-', 'themed']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 22:31:05,accessories ,accessories 
fashion photography guide,Sun Mar 26 14:30:00 +0000 2023,['guide'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 14:30:00,fashion ,guide 
fashion week merchandise,Sun Mar 26 14:30:00 +0000 2023,['merchandise'],[],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 14:30:00,fashion ,merchandise 
Fashion Designer Collection,Sun Mar 26 09:20:34 +0000 2023,['collection'],['fashion'],['designer'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-26 09:20:34,fashion ,collection 
Mary Wyatt fashion items,Wed Mar 22 19:03:04 +0000 2023,['items'],['fashion'],"['mary', 'wyatt']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-22 19:03:04,fashion ,items 
fashion sandals,Wed Mar 22 21:18:11 +0000 2023,['sandals'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-22 21:18:11,fashion ,sandals 
Fashion Influencer Merchandise,Wed Mar 22 04:28:19 +0000 2023,['merchandise'],['fashion'],[],[],[],[],[],['influencer'],[],[],[],[],[],[],[],[],[],2023-03-22 04:28:19,fashion ,merchandise 
Accessories for Small Bust Styles,Wed Mar 22 04:28:19 +0000 2023,"['accessories', 'bust', 'styles']",[],[],[],[],[],[],[],[],[],['small'],[],[],[],[],[],[],2023-03-22 04:28:19,accessories ,accessories bust styles 
fashion photography book,Tue Mar 21 17:35:46 +0000 2023,['book'],['fashion'],[],[],[],[],[],['photography'],[],[],[],[],[],[],[],[],[],2023-03-21 17:35:46,fashion ,book 
Fashion Fedora,Wed Mar 22 07:36:23 +0000 2023,['fedora'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-22 07:36:23,fashion ,fedora 
Mojo Market fashion items,Tue Mar 21 16:46:36 +0000 2023,['items'],['fashion'],"['mojo', 'market']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 16:46:36,fashion ,items 
fashion photoshoot accessories,Tue Mar 21 14:54:41 +0000 2023,['accessories'],['fashion'],[],[],['photoshoot'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 14:54:41,fashion accessories ,accessories 
fashion model merchandise,Tue Mar 21 14:54:41 +0000 2023,['merchandise'],['fashion'],[],['model'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 14:54:41,fashion ,merchandise 
Kids Fashion Collection Size Range: 4-14,Thu Mar 23 19:13:54 +0000 2023,[],['fashion'],[],"['kids', '4', '14']",[],[],[],['collection'],[],[],['size'],[],[],[],[],[],[],2023-03-23 19:13:54,fashion ,
fashion accessories,Wed Mar 22 09:30:01 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-22 09:30:01,fashion accessories ,accessories 
fashion lookbook,Tue Mar 21 17:57:57 +0000 2023,['lookbook'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 17:57:57,fashion ,lookbook 
high fashion shoes,Tue Mar 21 17:57:57 +0000 2023,['shoes'],"['high', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 17:57:57,fashion ,shoes 
photoshoot accessories,Tue Mar 21 17:57:57 +0000 2023,['accessories'],[],[],[],['photoshoot'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 17:57:57,accessories ,accessories 
fashion jewelry,Thu Mar 23 08:39:37 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-23 08:39:37,fashion ,jewelry 
Fashion Flip Flops,Wed Mar 22 16:01:24 +0000 2023,"['flip', 'flops']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-22 16:01:24,fashion ,flip flops 
Fashion Accessories,Thu Mar 23 22:30:07 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-23 22:30:07,fashion accessories ,accessories 
Fashion Accessories for Sarees,Wed Mar 22 12:25:16 +0000 2023,"['accessories', 'sarees']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-22 12:25:16,fashion accessories ,accessories sarees 
Upright Bass Accessories,Tue Mar 21 12:59:07 +0000 2023,"['upright', 'bass', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 12:59:07,accessories ,upright bass accessories 
Men's Fashion Accessories,Sat Mar 18 04:50:02 +0000 2023,['accessories'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-18 04:50:02,fashion accessories ,accessories 
fashion accessories,Sat Mar 18 15:00:04 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-18 15:00:04,fashion accessories ,accessories 
fashion accessories,Sun Mar 19 14:41:41 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-19 14:41:41,fashion accessories ,accessories 
Music-themed accessories,Mon Mar 20 15:07:24 +0000 2023,['accessories'],"['music', '-', 'themed']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-20 15:07:24,accessories ,accessories 
virtual accessories,Mon Mar 20 15:53:50 +0000 2023,"['virtual', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-20 15:53:50,accessories ,virtual accessories 
Second Life fashion top,Sun Mar 19 11:41:45 +0000 2023,['top'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-19 11:41:45,fashion ,top 
Luxury Fashion Shoes,Mon Mar 20 15:32:12 +0000 2023,['shoes'],"['luxury', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-20 15:32:12,fashion ,shoes 
boohooMAN Men's Fashion Items,Tue Mar 21 12:31:42 +0000 2023,['items'],['fashion'],['boohooman'],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 12:31:42,fashion ,items 
digital fashion collections,Mon Mar 20 17:41:41 +0000 2023,[],"['digital', 'fashion']",[],[],[],[],[],['collections'],[],[],[],[],[],[],[],[],[],2023-03-20 17:41:41,fashion ,
NFT fashion collectibles,Mon Mar 20 17:41:41 +0000 2023,[],['fashion'],['nft'],[],[],[],[],['collectibles'],[],[],[],[],[],[],[],[],[],2023-03-20 17:41:41,fashion ,
high fashion garments,Mon Mar 20 17:41:41 +0000 2023,['garments'],"['high', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-20 17:41:41,fashion ,garments 
fashion accessories inspired by digital art,Mon Mar 20 17:41:41 +0000 2023,['accessories'],"['fashion', 'inspired']",[],[],[],[],[],['digital'],[],[],[],[],[],[],[],[],[],2023-03-20 17:41:41,fashion accessories ,accessories 
rave accessories,Sat Mar 18 18:01:39 +0000 2023,['accessories'],['rave'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-18 18:01:39,accessories ,accessories 
fashion accessories,Sat Mar 18 15:34:12 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-18 15:34:12,fashion accessories ,accessories 
Layered Fashion Ensemble,Tue Mar 21 05:39:17 +0000 2023,[],"['layered', 'fashion']",[],[],[],[],[],['ensemble'],[],[],[],[],[],[],[],[],[],2023-03-21 05:39:17,fashion ,
Quilted Fashion Accessories,Tue Mar 21 05:39:17 +0000 2023,['accessories'],"['quilted', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 05:39:17,fashion accessories ,accessories 
Fashion Footwear,Tue Mar 21 05:39:17 +0000 2023,['footwear'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-21 05:39:17,fashion ,footwear 
runway fashion outfits,Sat Mar 18 14:58:48 +0000 2023,['outfits'],['fashion'],[],[],['runway'],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-18 14:58:48,fashion ,outfits 
fashion show audition tips guide,Sat Mar 18 14:58:48 +0000 2023,"['tips', 'guide']",[],[],[],['fashion'],[],[],"['show', 'audition']",[],[],[],[],[],[],[],[],[],2023-03-18 14:58:48,fashion ,tips guide 
event tickets for fashion shows,Sat Mar 18 14:58:48 +0000 2023,['tickets'],[],[],[],"['event', 'fashion', 'shows']",[],[],[],[],[],[],[],[],[],[],[],[],2023-03-18 14:58:48,fashion ,tickets 
fashion styling services,Sat Mar 18 14:58:48 +0000 2023,"['styling', 'services']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-18 14:58:48,fashion ,styling services 
Fashion Leggings,Mon Mar 20 22:27:00 +0000 2023,['leggings'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-20 22:27:00,fashion ,leggings 
Men's Fashion Accessories,Sun Mar 19 21:30:08 +0000 2023,['accessories'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-03-19 21:30:08,fashion accessories ,accessories 
